OBJECTID,PRNAME,PRUID,DGUID,CDUID,CDNAME,DAUID,Total_15_to_19_years,Men_15_to_19_years,Women_15_to_19_years,Shape_Area(m^2),Shape_Area(km^2),Total_15_Density,Men_15_Density,Women_15_Density,ORIG_FID,Long,Lat,Coordinate
863,Manitoba,46,2021S051246110948,4611,Division No. 11,46110948,45,20,25,234682.3545,0.234682355,191.7485449,85.22157552,106.5269694,863,-97.16176861,49.78348277,-097.16176861 49.78348277
864,Manitoba,46,2021S051246110949,4611,Division No. 11,46110949,30,15,15,149630.4775,0.149630478,200.4939134,100.2469567,100.2469567,864,-97.16479999,49.78325957,-097.16479999 49.78325957
865,Manitoba,46,2021S051246110950,4611,Division No. 11,46110950,25,10,15,203241.1275,0.203241128,123.0065996,49.20263985,73.80395978,865,-97.16770315,49.78662887,-097.16770315 49.78662887
866,Manitoba,46,2021S051246110952,4611,Division No. 11,46110952,25,10,15,159949.1201,0.15994912,156.2997032,62.51988127,93.7798219,866,-97.16751453,49.77926151,-097.16751453 49.77926151
867,Manitoba,46,2021S051246110953,4611,Division No. 11,46110953,35,15,20,199566.1786,0.199566179,175.3804189,75.16303666,100.2173822,867,-97.17095981,49.77720248,-097.17095981 49.77720248
868,Manitoba,46,2021S051246110954,4611,Division No. 11,46110954,60,25,30,362084.4812,0.362084481,165.7071847,69.04466028,82.85359234,868,-97.16659864,49.77544026,-097.16659864 49.77544026
869,Manitoba,46,2021S051246110955,4611,Division No. 11,46110955,50,30,20,503135.8596,0.50313586,99.37673701,59.62604221,39.75069481,869,-97.16453908,49.77229817,-097.16453908 49.77229817
870,Manitoba,46,2021S051246110956,4611,Division No. 11,46110956,20,15,5,154099.0638,0.154099064,129.7866419,97.3399814,32.44666047,870,-97.16368434,49.77052715,-097.16368434 49.77052715
871,Manitoba,46,2021S051246110957,4611,Division No. 11,46110957,65,40,25,208329.2096,0.20832921,312.0061758,192.0038005,120.0023753,871,-97.16087824,49.76869563,-097.16087824 49.76869563
872,Manitoba,46,2021S051246110958,4611,Division No. 11,46110958,20,15,10,57823.28737,0.057823287,345.8814071,259.4110554,172.9407036,872,-97.16799101,49.76814456,-097.16799101 49.76814456
873,Manitoba,46,2021S051246110959,4611,Division No. 11,46110959,80,45,35,1295344.628,1.295344628,61.75962618,34.73978973,27.01983646,873,-97.17084081,49.76230046,-097.17084081 49.76230046
874,Manitoba,46,2021S051246110960,4611,Division No. 11,46110960,30,10,15,112689.8519,0.112689852,266.2174054,88.73913514,133.1087027,874,-97.15978596,49.76602625,-097.15978596 49.76602625
875,Manitoba,46,2021S051246110961,4611,Division No. 11,46110961,30,15,10,73667.07622,0.073667076,407.2375549,203.6187775,135.7458516,875,-97.16086586,49.76425765,-097.16086586 49.76425765
876,Manitoba,46,2021S051246110962,4611,Division No. 11,46110962,20,10,10,22276166.18,22.27616618,0.89782056,0.44891028,0.44891028,876,-97.18656583,49.74485899,-097.18656583 49.74485899
877,Manitoba,46,2021S051246110963,4611,Division No. 11,46110963,40,15,20,194856.0389,0.194856039,205.2797553,76.97990825,102.6398777,877,-97.14662078,49.76645161,-097.14662078 49.76645161
878,Manitoba,46,2021S051246110964,4611,Division No. 11,46110964,15,5,10,1605660.727,1.605660727,9.34194861,3.11398287,6.22796574,878,-97.14062174,49.75447976,-097.14062174 49.75447976
879,Manitoba,46,2021S051246110965,4611,Division No. 11,46110965,30,15,10,1637525.288,1.637525288,18.32032777,9.160163883,6.106775922,879,-97.14519222,49.77479331,-097.14519222 49.77479331
880,Manitoba,46,2021S051246110966,4611,Division No. 11,46110966,55,35,20,419557.2266,0.419557227,131.0905796,83.42127792,47.66930167,880,-97.15110046,49.78067604,-097.15110046 49.78067604
881,Manitoba,46,2021S051246110967,4611,Division No. 11,46110967,45,20,20,196278.0028,0.196278003,229.2666492,101.8962885,101.8962885,881,-97.14797034,49.78338645,-097.14797034 49.78338645
882,Manitoba,46,2021S051246110968,4611,Division No. 11,46110968,50,30,20,150089.5711,0.150089571,333.1344052,199.8806431,133.2537621,882,-97.15846931,49.78111308,-097.15846931 49.78111308
883,Manitoba,46,2021S051246110973,4611,Division No. 11,46110973,30,15,20,166002.6539,0.166002654,180.7200024,90.36000119,120.4800016,883,-97.17098398,49.80354615,-097.17098398 49.80354615
884,Manitoba,46,2021S051246110974,4611,Division No. 11,46110974,30,15,15,112371.1697,0.11237117,266.9723923,133.4861962,133.4861962,884,-97.16979169,49.80566611,-097.16979169 49.80566611
885,Manitoba,46,2021S051246110975,4611,Division No. 11,46110975,25,10,15,164207.7793,0.164207779,152.2461366,60.89845463,91.34768194,885,-97.16600743,49.80597944,-097.16600743 49.80597944
886,Manitoba,46,2021S051246110976,4611,Division No. 11,46110976,30,15,10,266420.3142,0.266420314,112.6040261,56.30201303,37.53467535,886,-97.16550093,49.80993918,-097.16550093 49.80993918
887,Manitoba,46,2021S051246110977,4611,Division No. 11,46110977,20,15,5,128957.8785,0.128957879,155.0894,116.31705,38.77234999,887,-97.16981446,49.81122917,-097.16981446 49.81122917
888,Manitoba,46,2021S051246110978,4611,Division No. 11,46110978,70,35,25,2376563.264,2.376563264,29.45429691,14.72714846,10.51939175,888,-97.16714504,49.81988058,-097.16714504 49.81988058
889,Manitoba,46,2021S051246110979,4611,Division No. 11,46110979,45,20,25,156225.6066,0.156225607,288.0449689,128.0199862,160.0249827,889,-97.1615908,49.81354408,-097.16159080 49.81354408
890,Manitoba,46,2021S051246110980,4611,Division No. 11,46110980,35,25,15,202988.7368,0.202988737,172.4233598,123.1595427,73.89572564,890,-97.15948305,49.80998776,-097.15948305 49.80998776
891,Manitoba,46,2021S051246110983,4611,Division No. 11,46110983,40,25,15,140293.5974,0.140293597,285.1163613,178.1977258,106.9186355,891,-97.15446052,49.81730546,-097.15446052 49.81730546
892,Manitoba,46,2021S051246110984,4611,Division No. 11,46110984,85,50,35,102242.3113,0.102242311,831.3583578,489.0343281,342.3240297,892,-97.14996294,49.8158086,-097.14996294 49.81580860
893,Manitoba,46,2021S051246110985,4611,Division No. 11,46110985,40,15,20,680054.3716,0.680054372,58.81882636,22.05705989,29.40941318,893,-97.14665884,49.81596957,-097.14665884 49.81596957
894,Manitoba,46,2021S051246110992,4611,Division No. 11,46110992,45,25,20,1131917.924,1.131917924,39.75553267,22.08640704,17.66912563,894,-97.13811257,49.82865361,-097.13811257 49.82865361
895,Manitoba,46,2021S051246110993,4611,Division No. 11,46110993,25,20,10,402195.4049,0.402195405,62.15884044,49.72707235,24.86353617,895,-97.12605523,49.82830657,-097.12605523 49.82830657
896,Manitoba,46,2021S051246110994,4611,Division No. 11,46110994,20,15,10,357608.4775,0.357608477,55.92708579,41.94531434,27.9635429,896,-97.12750265,49.82571374,-097.12750265 49.82571374
897,Manitoba,46,2021S051246110995,4611,Division No. 11,46110995,15,10,10,116984.1501,0.11698415,128.2224984,85.48166563,85.48166563,897,-97.12631733,49.82386021,-097.12631733 49.82386021
898,Manitoba,46,2021S051246110996,4611,Division No. 11,46110996,15,10,5,177502.2769,0.177502277,84.50595826,56.33730551,28.16865275,898,-97.1315126,49.8214434,-097.13151260 49.82144340
899,Manitoba,46,2021S051246110997,4611,Division No. 11,46110997,20,15,10,159616.3377,0.159616338,125.3004567,93.9753425,62.65022833,899,-97.12922383,49.81932271,-097.12922383 49.81932271
900,Manitoba,46,2021S051246110998,4611,Division No. 11,46110998,25,15,15,516749.9978,0.516749998,48.37929387,29.02757632,29.02757632,900,-97.13242287,49.81575606,-097.13242287 49.81575606
901,Manitoba,46,2021S051246110999,4611,Division No. 11,46110999,30,15,15,316208.4481,0.316208448,94.87412554,47.43706277,47.43706277,901,-97.13813744,49.81962279,-097.13813744 49.81962279
902,Manitoba,46,2021S051246111000,4611,Division No. 11,46111000,20,15,5,240585.1093,0.240585109,83.13066449,62.34799837,20.78266612,902,-97.12169871,49.81949205,-097.12169871 49.81949205
903,Manitoba,46,2021S051246111001,4611,Division No. 11,46111001,25,10,15,221035.0583,0.221035058,113.1042297,45.24169187,67.86253781,903,-97.11785843,49.8219064,-097.11785843 49.82190640
904,Manitoba,46,2021S051246111002,4611,Division No. 11,46111002,25,10,10,166314.1857,0.166314186,150.3179052,60.12716208,60.12716208,904,-97.11948695,49.82386507,-097.11948695 49.82386507
905,Manitoba,46,2021S051246111003,4611,Division No. 11,46111003,30,15,10,200008.8784,0.200008878,149.9933415,74.99667074,49.99778049,905,-97.1191432,49.8263958,-097.11914320 49.82639580
906,Manitoba,46,2021S051246111004,4611,Division No. 11,46111004,25,10,10,486517.6496,0.48651765,51.38559725,20.5542389,20.5542389,906,-97.10948367,49.82728397,-097.10948367 49.82728397
907,Manitoba,46,2021S051246111005,4611,Division No. 11,46111005,15,10,5,194387.2342,0.194387234,77.16556112,51.44370741,25.72185371,907,-97.10934724,49.82299586,-097.10934724 49.82299586
908,Manitoba,46,2021S051246111006,4611,Division No. 11,46111006,30,10,15,150948.8415,0.150948842,198.7428304,66.24761012,99.37141518,908,-97.10515503,49.82238655,-097.10515503 49.82238655
909,Manitoba,46,2021S051246111007,4611,Division No. 11,46111007,35,25,10,422013.1711,0.422013171,82.9358001,59.23985721,23.69594288,909,-97.10373299,49.81861265,-097.10373299 49.81861265
910,Manitoba,46,2021S051246111008,4611,Division No. 11,46111008,45,20,25,181313.7986,0.181313799,248.1885016,110.3060007,137.8825009,910,-97.11046481,49.81794433,-097.11046481 49.81794433
911,Manitoba,46,2021S051246111009,4611,Division No. 11,46111009,60,25,30,603127.7267,0.603127727,99.48141553,41.4505898,49.74070776,911,-97.11746631,49.81216486,-097.11746631 49.81216486
912,Manitoba,46,2021S051246111010,4611,Division No. 11,46111010,50,30,20,3054921.983,3.054921983,16.36703008,9.82021805,6.546812033,912,-97.13282338,49.80701986,-097.13282338 49.80701986
913,Manitoba,46,2021S051246111011,4611,Division No. 11,46111011,25,15,5,213738.5161,0.213738516,116.9653484,70.17920903,23.39306968,913,-97.13358178,49.79998888,-097.13358178 49.79998888
914,Manitoba,46,2021S051246111012,4611,Division No. 11,46111012,75,30,40,232570.7151,0.232570715,322.4825617,128.9930247,171.9906996,914,-97.14235757,49.79915945,-097.14235757 49.79915945
915,Manitoba,46,2021S051246111013,4611,Division No. 11,46111013,40,20,20,254174.7652,0.254174765,157.3720348,78.68601742,78.68601742,915,-97.13797358,49.79651026,-097.13797358 49.79651026
916,Manitoba,46,2021S051246111014,4611,Division No. 11,46111014,55,30,25,195260.1399,0.19526014,281.6755126,153.6411887,128.0343239,916,-97.14291262,49.7947676,-097.14291262 49.79476760
917,Manitoba,46,2021S051246111015,4611,Division No. 11,46111015,80,50,35,258313.6252,0.258313625,309.7010463,193.5631539,135.4942077,917,-97.14957309,49.79407075,-097.14957309 49.79407075
918,Manitoba,46,2021S051246111016,4611,Division No. 11,46111016,40,20,15,168505.1827,0.168505183,237.3814227,118.6907114,89.01803352,918,-97.14653908,49.79095516,-097.14653908 49.79095516
919,Manitoba,46,2021S051246111017,4611,Division No. 11,46111017,50,25,30,45161.87284,0.045161873,1107.128577,553.5642884,664.2771461,919,-97.15196903,49.79572794,-097.15196903 49.79572794
920,Manitoba,46,2021S051246111018,4611,Division No. 11,46111018,30,20,15,21894.78594,0.021894786,1370.189235,913.4594903,685.0946177,920,-97.15303999,49.79707666,-097.15303999 49.79707666
921,Manitoba,46,2021S051246111019,4611,Division No. 11,46111019,115,60,50,325966.144,0.325966144,352.7973752,184.0681957,153.3901631,921,-97.15633173,49.79332517,-097.15633173 49.79332517
922,Manitoba,46,2021S051246111020,4611,Division No. 11,46111020,65,30,35,917711.837,0.917711837,70.82833345,32.69000005,38.13833339,922,-97.14801152,49.80158429,-097.14801152 49.80158429
923,Manitoba,46,2021S051246111021,4611,Division No. 11,46111021,40,20,20,119835.9407,0.119835941,333.7896775,166.8948388,166.8948388,923,-97.15650657,49.80566099,-097.15650657 49.80566099
924,Manitoba,46,2021S051246111022,4611,Division No. 11,46111022,25,10,15,1551308.381,1.551308381,16.11542895,6.44617158,9.669257371,924,-97.16935682,49.83041276,-097.16935682 49.83041276
925,Manitoba,46,2021S051246111024,4611,Division No. 11,46111024,65,35,25,272817.7618,0.272817762,238.2542822,128.2907673,91.63626237,925,-97.1871388,49.82824496,-097.18713880 49.82824496
926,Manitoba,46,2021S051246111025,4611,Division No. 11,46111025,25,15,10,114429.9393,0.114429939,218.4742923,131.0845754,87.38971691,926,-97.19026769,49.82796884,-097.19026769 49.82796884
927,Manitoba,46,2021S051246111027,4611,Division No. 11,46111027,45,25,25,562762.7475,0.562762747,79.96264892,44.42369384,44.42369384,927,-97.18885328,49.83678323,-097.18885328 49.83678323
928,Manitoba,46,2021S051246111028,4611,Division No. 11,46111028,30,15,15,220427.6902,0.22042769,136.0990535,68.04952673,68.04952673,928,-97.18261326,49.83598457,-097.18261326 49.83598457
929,Manitoba,46,2021S051246111029,4611,Division No. 11,46111029,35,20,15,153736.9774,0.153736977,227.6615593,130.0923196,97.56923971,929,-97.18175494,49.84109553,-097.18175494 49.84109553
930,Manitoba,46,2021S051246111030,4611,Division No. 11,46111030,20,15,5,116047.8282,0.116047828,172.3427341,129.2570506,43.08568353,930,-97.18806142,49.84153752,-097.18806142 49.84153752
931,Manitoba,46,2021S051246111032,4611,Division No. 11,46111032,25,10,10,88837.66101,0.088837661,281.4121817,112.5648727,112.5648727,931,-97.19758878,49.84003982,-097.19758878 49.84003982
932,Manitoba,46,2021S051246111033,4611,Division No. 11,46111033,15,10,5,433181.7494,0.433181749,34.62749763,23.08499842,11.54249921,932,-97.20524443,49.8486037,-097.20524443 49.84860370
933,Manitoba,46,2021S051246111034,4611,Division No. 11,46111034,15,10,5,140146.8372,0.140146837,107.0305995,71.353733,35.6768665,933,-97.19989456,49.85170982,-097.19989456 49.85170982
934,Manitoba,46,2021S051246111035,4611,Division No. 11,46111035,30,15,20,193368.6267,0.193368627,155.144092,77.57204599,103.4293947,934,-97.19881011,49.85471752,-097.19881011 49.85471752
935,Manitoba,46,2021S051246111036,4611,Division No. 11,46111036,30,20,10,305565.3781,0.305565378,98.17866208,65.45244139,32.72622069,935,-97.1929036,49.85414554,-097.19290360 49.85414554
936,Manitoba,46,2021S051246111037,4611,Division No. 11,46111037,20,5,15,124944.801,0.124944801,160.0706859,40.01767148,120.0530144,936,-97.1911997,49.85168557,-097.19119970 49.85168557
937,Manitoba,46,2021S051246111038,4611,Division No. 11,46111038,20,10,10,597156.4138,0.597156414,33.49206261,16.74603131,16.74603131,937,-97.18701542,49.84917153,-097.18701542 49.84917153
938,Manitoba,46,2021S051246111039,4611,Division No. 11,46111039,35,15,20,152561.2472,0.152561247,229.4160584,98.32116787,131.0948905,938,-97.18536561,49.85473539,-097.18536561 49.85473539
939,Manitoba,46,2021S051246111040,4611,Division No. 11,46111040,45,20,25,189973.1499,0.18997315,236.8755796,105.2780354,131.5975442,939,-97.18097531,49.85358434,-097.18097531 49.85358434
940,Manitoba,46,2021S051246111041,4611,Division No. 11,46111041,25,10,15,117540.6864,0.117540686,212.6923091,85.07692365,127.6153855,940,-97.17679654,49.8537014,-097.17679654 49.85370140
941,Manitoba,46,2021S051246111042,4611,Division No. 11,46111042,25,10,15,20227.04193,0.020227042,1235.969159,494.3876634,741.5814952,941,-97.17435377,49.85216829,-097.17435377 49.85216829
942,Manitoba,46,2021S051246111043,4611,Division No. 11,46111043,25,20,5,155643.6153,0.155643615,160.6233571,128.4986856,32.12467141,942,-97.18089894,49.85804467,-097.18089894 49.85804467
943,Manitoba,46,2021S051246111044,4611,Division No. 11,46111044,25,10,10,110480.0221,0.110480022,226.2852553,90.5141021,90.5141021,943,-97.18574516,49.85823435,-097.18574516 49.85823435
944,Manitoba,46,2021S051246111045,4611,Division No. 11,46111045,30,15,15,156636.7517,0.156636752,191.5259329,95.76296644,95.76296644,944,-97.18059316,49.86151217,-097.18059316 49.86151217
945,Manitoba,46,2021S051246111046,4611,Division No. 11,46111046,30,15,15,181976.9562,0.181976956,164.856038,82.42801898,82.42801898,945,-97.18668158,49.86174336,-097.18668158 49.86174336
946,Manitoba,46,2021S051246111047,4611,Division No. 11,46111047,45,25,20,139180.7113,0.139180711,323.3206641,179.6225912,143.6980729,946,-97.18707914,49.86521138,-097.18707914 49.86521138
947,Manitoba,46,2021S051246111048,4611,Division No. 11,46111048,25,15,10,156785.9362,0.156785936,159.4530773,95.67184639,63.78123093,947,-97.19252632,49.86542223,-097.19252632 49.86542223
948,Manitoba,46,2021S051246111049,4611,Division No. 11,46111049,30,15,15,194268.1119,0.194268112,154.4257558,77.2128779,77.2128779,948,-97.19158773,49.86883219,-097.19158773 49.86883219
949,Manitoba,46,2021S051246111050,4611,Division No. 11,46111050,30,10,15,238354.2991,0.238354299,125.8630539,41.95435131,62.93152696,949,-97.19337843,49.86083241,-097.19337843 49.86083241
950,Manitoba,46,2021S051246111051,4611,Division No. 11,46111051,25,10,15,143518.8576,0.143518858,174.1931369,69.67725474,104.5158821,950,-97.19038748,49.85842197,-097.19038748 49.85842197
951,Manitoba,46,2021S051246111052,4611,Division No. 11,46111052,40,20,20,191171.2308,0.191171231,209.236504,104.618252,104.618252,951,-97.18244266,49.84522915,-097.18244266 49.84522915
952,Manitoba,46,2021S051246111053,4611,Division No. 11,46111053,35,15,25,1395345.457,1.395345457,25.08339409,10.75002604,17.91671007,952,-97.1719374,49.84010021,-097.17193740 49.84010021
953,Manitoba,46,2021S051246111055,4611,Division No. 11,46111055,30,20,15,76747.21445,0.076747214,390.8936659,260.5957772,195.4468329,953,-97.20249578,49.8177007,-097.20249578 49.81770070
954,Manitoba,46,2021S051246111057,4611,Division No. 11,46111057,30,15,15,140428.9799,0.14042898,213.6311182,106.8155591,106.8155591,954,-97.20868885,49.81204647,-097.20868885 49.81204647
955,Manitoba,46,2021S051246111058,4611,Division No. 11,46111058,120,50,75,432490.2464,0.432490246,277.4629047,115.6095436,173.4143154,955,-97.21419337,49.81389526,-097.21419337 49.81389526
956,Manitoba,46,2021S051246111061,4611,Division No. 11,46111061,30,15,20,371578.4114,0.371578411,80.73666037,40.36833019,53.82444025,956,-97.20159104,49.81077107,-097.20159104 49.81077107
957,Manitoba,46,2021S051246111062,4611,Division No. 11,46111062,70,30,35,26870864.87,26.87086487,2.60505199,1.116450853,1.302525995,957,-97.29030359,49.82581317,-097.29030359 49.82581317
958,Manitoba,46,2021S051246111063,4611,Division No. 11,46111063,25,15,10,1135570.66,1.13557066,22.01536275,13.20921765,8.8061451,958,-97.28051602,49.8458298,-097.28051602 49.84582980
959,Manitoba,46,2021S051246111064,4611,Division No. 11,46111064,30,15,10,377934.6535,0.377934654,79.37880192,39.68940096,26.45960064,959,-97.27686867,49.84972996,-097.27686867 49.84972996
960,Manitoba,46,2021S051246111065,4611,Division No. 11,46111065,25,15,10,296285.3924,0.296285392,84.37810517,50.6268631,33.75124207,960,-97.26916763,49.84901004,-097.26916763 49.84901004
961,Manitoba,46,2021S051246111066,4611,Division No. 11,46111066,20,10,10,313426.0933,0.313426093,63.81089651,31.90544825,31.90544825,961,-97.27406831,49.85607115,-097.27406831 49.85607115
962,Manitoba,46,2021S051246111067,4611,Division No. 11,46111067,15,10,0,343986.5783,0.343986578,43.60635254,29.07090169,0,962,-97.28162942,49.85566724,-097.28162942 49.85566724
963,Manitoba,46,2021S051246111068,4611,Division No. 11,46111068,30,20,10,399223.4198,0.39922342,75.14589203,50.09726135,25.04863068,963,-97.28965173,49.85542038,-097.28965173 49.85542038
964,Manitoba,46,2021S051246111069,4611,Division No. 11,46111069,20,10,15,148551.2919,0.148551292,134.6336322,67.31681611,100.9752242,964,-97.29527719,49.85747894,-097.29527719 49.85747894
965,Manitoba,46,2021S051246111070,4611,Division No. 11,46111070,35,20,10,199253.7335,0.199253733,175.6554288,100.3745308,50.18726538,965,-97.29461633,49.85255957,-097.29461633 49.85255957
966,Manitoba,46,2021S051246111071,4611,Division No. 11,46111071,30,15,15,172634.9015,0.172634901,173.7771433,86.88857163,86.88857163,966,-97.29978489,49.85257823,-097.29978489 49.85257823
967,Manitoba,46,2021S051246111072,4611,Division No. 11,46111072,30,10,20,196526.3811,0.196526381,152.6512616,50.88375385,101.7675077,967,-97.29930537,49.85786664,-097.29930537 49.85786664
968,Manitoba,46,2021S051246111073,4611,Division No. 11,46111073,25,10,15,275291.0564,0.275291056,90.81297563,36.32519025,54.48778538,968,-97.30422192,49.85839959,-097.30422192 49.85839959
969,Manitoba,46,2021S051246111074,4611,Division No. 11,46111074,25,15,10,168162.6068,0.168162607,148.6656307,89.19937842,59.46625228,969,-97.30868862,49.85768228,-097.30868862 49.85768228
970,Manitoba,46,2021S051246111076,4611,Division No. 11,46111076,15,10,10,114255.801,0.114255801,131.2843625,87.52290834,87.52290834,970,-97.31484049,49.85785578,-097.31484049 49.85785578
971,Manitoba,46,2021S051246111077,4611,Division No. 11,46111077,50,35,15,109427.5713,0.109427571,456.9232361,319.8462653,137.0769708,971,-97.3181891,49.86002108,-097.31818910 49.86002108
972,Manitoba,46,2021S051246111078,4611,Division No. 11,46111078,35,20,10,88764.90207,0.088764902,394.29999,225.31428,112.65714,972,-97.31865295,49.85657656,-097.31865295 49.85657656
973,Manitoba,46,2021S051246111079,4611,Division No. 11,46111079,40,15,30,411274.6271,0.411274627,97.2586135,36.47198006,72.94396013,973,-97.32191432,49.85747062,-097.32191432 49.85747062
974,Manitoba,46,2021S051246111080,4611,Division No. 11,46111080,25,20,10,204655.4261,0.204655426,122.1565461,97.7252369,48.86261845,974,-97.31694109,49.85283934,-097.31694109 49.85283934
975,Manitoba,46,2021S051246111081,4611,Division No. 11,46111081,35,20,15,240750.8303,0.24075083,145.3785225,83.07344141,62.30508106,975,-97.31080089,49.85277689,-097.31080089 49.85277689
976,Manitoba,46,2021S051246111082,4611,Division No. 11,46111082,25,15,10,712498.782,0.712498782,35.08777928,21.05266757,14.03511171,976,-97.30530703,49.84717594,-097.30530703 49.84717594
977,Manitoba,46,2021S051246111083,4611,Division No. 11,46111083,35,20,15,1350618.258,1.350618258,25.91405809,14.8080332,11.1060249,977,-97.29484573,49.84514992,-097.29484573 49.84514992
978,Manitoba,46,2021S051246111084,4611,Division No. 11,46111084,115,55,60,1279839.588,1.279839588,89.85501083,42.97413561,46.88087521,978,-97.31592639,49.84412232,-097.31592639 49.84412232
979,Manitoba,46,2021S051246111085,4611,Division No. 11,46111085,30,15,15,138193.2776,0.138193278,217.0872601,108.54363,108.54363,979,-97.31784057,49.84935345,-097.31784057 49.84935345
980,Manitoba,46,2021S051246111087,4611,Division No. 11,46111087,30,15,15,321098.1843,0.321098184,93.42936668,46.71468334,46.71468334,980,-97.32183844,49.86768581,-097.32183844 49.86768581
981,Manitoba,46,2021S051246111088,4611,Division No. 11,46111088,20,10,15,184312.248,0.184312248,108.5115082,54.25575409,81.38363113,981,-97.31634718,49.86612204,-097.31634718 49.86612204
982,Manitoba,46,2021S051246111089,4611,Division No. 11,46111089,35,20,20,347566.3898,0.34756639,100.7001857,57.54296327,57.54296327,982,-97.31347806,49.86841246,-097.31347806 49.86841246
983,Manitoba,46,2021S051246111090,4611,Division No. 11,46111090,65,35,30,1073180.694,1.073180694,60.56761956,32.61333361,27.95428595,983,-97.31279817,49.87570922,-097.31279817 49.87570922
984,Manitoba,46,2021S051246111091,4611,Division No. 11,46111091,20,10,10,266293.4251,0.266293425,75.10512133,37.55256067,37.55256067,984,-97.3229,49.8734223,-097.32290000 49.87342230
985,Manitoba,46,2021S051246111092,4611,Division No. 11,46111092,30,15,15,290306.3159,0.290306316,103.3391227,51.66956135,51.66956135,985,-97.32229575,49.87856476,-097.32229575 49.87856476
986,Manitoba,46,2021S051246111093,4611,Division No. 11,46111093,75,45,30,5068813.697,5.068813697,14.79636153,8.877816919,5.918544612,986,-97.333125,49.88529301,-097.33312500 49.88529301
987,Manitoba,46,2021S051246111096,4611,Division No. 11,46111096,30,15,15,214594.0934,0.214594093,139.7988152,69.8994076,69.8994076,987,-97.30805954,49.86362669,-097.30805954 49.86362669
988,Manitoba,46,2021S051246111098,4611,Division No. 11,46111098,20,15,5,128132.0064,0.128132006,156.0890253,117.066769,39.02225633,988,-97.31680336,49.86250428,-097.31680336 49.86250428
989,Manitoba,46,2021S051246111099,4611,Division No. 11,46111099,70,35,30,599965.5852,0.599965585,116.6733588,58.33667941,50.00286806,989,-97.29294554,49.86144309,-097.29294554 49.86144309
990,Manitoba,46,2021S051246111100,4611,Division No. 11,46111100,20,10,10,567687.9839,0.567687984,35.23062064,17.61531032,17.61531032,990,-97.27374878,49.86719752,-097.27374878 49.86719752
991,Manitoba,46,2021S051246111101,4611,Division No. 11,46111101,30,20,10,340887.0198,0.34088702,88.00569765,58.6704651,29.33523255,991,-97.27322196,49.86279301,-097.27322196 49.86279301
992,Manitoba,46,2021S051246111102,4611,Division No. 11,46111102,15,10,5,433244.8572,0.433244857,34.62245368,23.08163578,11.54081789,992,-97.26669221,49.86426727,-097.26669221 49.86426727
993,Manitoba,46,2021S051246111103,4611,Division No. 11,46111103,45,20,20,275211.4051,0.275211405,163.5106655,72.67140688,72.67140688,993,-97.26257531,49.86215824,-097.26257531 49.86215824
994,Manitoba,46,2021S051246111104,4611,Division No. 11,46111104,35,20,15,112913.7313,0.112913731,309.9711576,177.1263758,132.8447818,994,-97.18620516,49.8317235,-097.18620516 49.83172350
995,Manitoba,46,2021S051246111105,4611,Division No. 11,46111105,25,15,10,91999.932,0.091999932,271.7393313,163.0435988,108.6957325,995,-97.18432709,49.82971116,-097.18432709 49.82971116
996,Manitoba,46,2021S051246111106,4611,Division No. 11,46111106,65,50,15,2142251.695,2.142251695,30.34190621,23.33992785,7.001978356,996,-97.22929403,49.87159612,-097.22929403 49.87159612
997,Manitoba,46,2021S051246111107,4611,Division No. 11,46111107,30,15,15,307903.7896,0.30790379,97.4330327,48.71651635,48.71651635,997,-97.22750236,49.87833956,-097.22750236 49.87833956
998,Manitoba,46,2021S051246111108,4611,Division No. 11,46111108,20,10,10,221390.7006,0.221390701,90.3380311,45.16901555,45.16901555,998,-97.21519875,49.87158415,-097.21519875 49.87158415
999,Manitoba,46,2021S051246111109,4611,Division No. 11,46111109,20,10,10,237960.9539,0.237960954,84.04740219,42.0237011,42.0237011,999,-97.21562957,49.86836526,-097.21562957 49.86836526
1000,Manitoba,46,2021S051246111110,4611,Division No. 11,46111110,70,25,45,72065.30041,0.0720653,971.3412642,346.9075943,624.4336698,1000,-97.20981857,49.86796299,-097.20981857 49.86796299
1001,Manitoba,46,2021S051246111111,4611,Division No. 11,46111111,10,5,10,140047.2261,0.140047226,71.40448462,35.70224231,71.40448462,1001,-97.20677859,49.86687196,-097.20677859 49.86687196
1002,Manitoba,46,2021S051246111112,4611,Division No. 11,46111112,15,15,5,137299.9784,0.137299978,109.2498351,109.2498351,36.41661169,1002,-97.20967717,49.86372069,-097.20967717 49.86372069
1003,Manitoba,46,2021S051246111113,4611,Division No. 11,46111113,20,10,10,172736.7382,0.172736738,115.7831287,57.89156436,57.89156436,1003,-97.21325093,49.86319194,-097.21325093 49.86319194
1004,Manitoba,46,2021S051246111114,4611,Division No. 11,46111114,20,10,10,195799.1122,0.195799112,102.1455091,51.07275456,51.07275456,1004,-97.21593858,49.85953413,-097.21593858 49.85953413
1005,Manitoba,46,2021S051246111115,4611,Division No. 11,46111115,30,10,15,384591.1523,0.384591152,78.00491463,26.00163821,39.00245731,1005,-97.22223312,49.8606645,-097.22223312 49.86066450
1006,Manitoba,46,2021S051246111116,4611,Division No. 11,46111116,20,15,10,317924.6472,0.317924647,62.90798834,47.18099126,31.45399417,1006,-97.22038763,49.8652734,-097.22038763 49.86527340
